RecordID,RowID,TechnicalBaselinePrediction_C,ConditionalFullPipelinePrediction_C,OfficialOOFPrediction_C,ReproducedPrediction_C,ReproducedAdditivityDifference_C,ConditionalVsOfficialDifference_C
TEMP_R000079,79,38.2839646356884,38.4474927092939,38.44538295414607,38.4474927092939,0.0,0.002109755147827741
TEMP_R000080,80,38.6806525765541,38.4591699142593,38.4529827948536,38.4591699142593,0.0,0.006187119405701935
TEMP_R000081,81,38.6858869689287,38.4811491024983,38.499129241303855,38.4811491024983,0.0,-0.017980138805555157
TEMP_R000082,82,38.3045149982442,38.4871007074524,38.48758685648994,38.48710070745239,-7.105427357601002e-15,-0.0004861490375418498
TEMP_R000083,83,38.3031117249397,38.4179178058302,38.409073890788775,38.41791780583021,7.105427357601002e-15,0.008843915041424566
TEMP_R000084,84,38.6830392676841,38.388802886697,38.39230665075593,38.388802886697,0.0,-0.003503764058926606
TEMP_R000085,85,38.6830095319616,38.3963073243534,38.39551898202879,38.3963073243534,0.0,0.0007883423246113352
TEMP_R000086,86,38.2854592934287,38.3918095998975,38.38707521784976,38.3918095998975,0.0,0.004734382047736574
TEMP_R000087,87,38.2891928698812,38.8381391593456,38.81932319082125,38.8381391593456,0.0,0.018815968524350524
TEMP_R000088,88,38.6821483359401,38.8466202447758,38.83850550032691,38.8466202447758,0.0,0.008114744448889155
TEMP_R000089,89,38.6817314640911,37.9639077699036,37.96251124702372,37.96390776990359,-7.105427357601002e-15,0.0013965228798795692
TEMP_R000090,90,38.3004769242004,37.9686168690708,37.96924539770938,37.9686168690708,0.0,-0.0006285286385789846
TEMP_R000091,91,38.2873342799964,38.8762118003732,38.872262250358204,38.8762118003732,0.0,0.003949550014993974
TEMP_R000092,92,38.2910651976332,38.8823858193995,38.8611312434115,38.8823858193995,0.0,0.021254575988002955
TEMP_R000093,93,38.6848800094952,39.1548073469204,39.14774809136184,39.1548073469204,0.0,0.00705925555855913
TEMP_R000094,94,38.303816660337,39.1283006501444,39.11066898459735,39.1283006501444,0.0,0.01763166554705009
TEMP_R000095,95,38.303147019231,38.2491108708626,38.25576654783526,38.24911087086261,7.105427357601002e-15,-0.0066556769726560105
TEMP_R000096,96,38.6831171043152,38.2666668337456,38.283543485219504,38.2666668337456,0.0,-0.016876651473900495
TEMP_R000097,97,38.6830012506769,37.9805596541333,37.98017483566902,37.9805596541333,0.0,0.0003848184642833985
TEMP_R000098,98,38.6829645281721,37.9892997486095,38.01884851947281,37.9892997486095,0.0,-0.029548770863314644
TEMP_R000099,99,38.6825660742205,37.9864764395118,38.01260105946625,37.9864764395118,0.0,-0.02612461995445159
TEMP_R000100,100,38.2896855413741,37.9694266221517,37.97382218715602,37.9694266221517,0.0,-0.004395565004315927
TEMP_R000101,101,38.2893985373787,38.1685499467262,38.16681812154604,38.1685499467262,0.0,0.0017318251801654583
TEMP_R000102,102,38.2852216115897,38.1720989886614,38.17179790536659,38.1720989886614,0.0,0.00030108329481493
TEMP_R000103,103,38.2850542985766,37.9869187993033,37.98465021458757,37.9869187993033,0.0,0.002268584715729105
TEMP_R000104,104,38.6817003139144,37.9788462383833,37.98181527092241,37.978846238383305,7.105427357601002e-15,-0.002969032539112959
TEMP_R000105,105,38.2891158001556,38.3623468819205,38.362590655108114,38.3623468819205,0.0,-0.00024377318761281686
TEMP_R000106,106,38.3016828574503,38.3454928537057,38.34882160396224,38.3454928537057,0.0,-0.0033287502565428895
TEMP_R000107,107,38.6814597444918,38.2341147191754,38.23742072969793,38.2341147191754,0.0,-0.0033060105225288794
TEMP_R000108,108,38.2890810852976,38.2107689081151,38.21068650191574,38.21076890811511,7.105427357601002e-15,8.240619936117355e-05
TEMP_R000109,109,38.2874947039268,38.1823889631228,38.18477008617974,38.182388963122804,7.105427357601002e-15,-0.002381123056942158
TEMP_R000110,110,38.3048342918704,38.1687999109723,38.17120920591493,38.1687999109723,0.0,-0.0024092949426304244
TEMP_R000111,111,38.6829755891048,38.2699311978376,38.28088170198762,38.2699311978376,0.0,-0.010950504150017082
TEMP_R000112,112,38.682773904785,38.269163059354,38.27898612021535,38.26916305935401,7.105427357601002e-15,-0.009823060861350541
TEMP_R000113,113,38.285225759404,38.0747324118881,38.07069679863984,38.07473241188811,7.105427357601002e-15,0.004035613248262848
TEMP_R000114,114,38.3029677590682,38.237365604583,38.23489120117129,38.237365604583005,7.105427357601002e-15,0.0024744034117105684
TEMP_R000115,115,38.2849080197492,38.0636134805332,38.063249310154326,38.06361348053319,-7.105427357601002e-15,0.00036417037887304105
TEMP_R000116,116,38.6820041194221,38.0690028665427,38.0848585143151,38.06900286654269,-7.105427357601002e-15,-0.01585564777240478
TEMP_R000117,117,38.2846821860319,38.9025157627412,38.89013637875697,38.9025157627412,0.0,0.012379383984232106
TEMP_R000118,118,38.6803560733009,38.8996222865153,38.9022495483533,38.8996222865153,0.0,-0.0026272618380005497
TEMP_R000119,119,38.6833261643252,41.45363436793,41.4289170430219,41.45363436793,0.0,0.024717324908102967
TEMP_R000120,120,38.3030267809273,41.3111966782936,41.28775666605784,41.31119667829359,-7.105427357601002e-15,0.023440012235759866
TEMP_R000121,121,38.2915083040089,38.7542744071712,38.77537351701987,38.7542744071712,0.0,-0.02109910984867014
TEMP_R000122,122,38.304105361082,38.7353074947553,38.72185485682131,38.73530749475529,-7.105427357601002e-15,0.013452637933987432
TEMP_R000123,123,38.6821416449764,38.3654251928578,38.359675063716814,38.365425192857806,7.105427357601002e-15,0.005750129140984939
TEMP_R000124,124,38.6826620304543,38.3914980345993,38.39354684667414,38.3914980345993,0.0,-0.0020488120748396454
TEMP_R000125,125,38.6833137027478,38.6767644137391,38.67596745897821,38.6767644137391,0.0,0.0007969547608936978
TEMP_R000126,126,38.6829974857777,38.6747727097619,38.668524848403024,38.6747727097619,0.0,0.006247861358879447
TEMP_R000127,127,38.6835674698231,38.5642084716793,38.655357957704624,38.56420847167931,7.105427357601002e-15,-0.0911494860253228
TEMP_R000128,128,38.682451203232,38.593668689511,38.59850628652087,38.59366868951099,-7.105427357601002e-15,-0.004837597009874628
TEMP_R000129,129,38.3008096911257,38.5958157707807,38.60561362739392,38.5958157707807,0.0,-0.009797856613218414
TEMP_R000130,130,38.2891381155616,38.6029012440331,38.621791442255805,38.6029012440331,0.0,-0.018890198222706545
TEMP_R000131,131,38.2849562682074,38.513561255767,38.520739356011866,38.513561255767,0.0,-0.007178100244864538
TEMP_R000132,132,38.3014948719333,38.4874676519663,38.48048642736706,38.4874676519663,0.0,0.006981224599236668
TEMP_R000133,133,38.6828240825834,38.5271353605531,38.5527796953959,38.5271353605531,0.0,-0.025644334842795047
TEMP_R000134,134,38.288943308209,38.5182479803135,38.54744134086578,38.518247980313504,7.105427357601002e-15,-0.029193360552284275
TEMP_R000135,135,38.2879268898376,39.0481416022452,39.04951781273833,39.048141602245195,-7.105427357601002e-15,-0.0013762104931274166
TEMP_R000136,136,38.2867053227653,39.0326291666274,39.03175126484796,39.0326291666274,0.0,0.0008779017794395827
TEMP_R000137,137,38.2898880184659,39.0897402135085,39.082655314504095,39.08974021350849,-7.105427357601002e-15,0.007084899004404122
TEMP_R000138,138,38.2848421548564,39.063291930105,39.06737687171214,39.063291930105,0.0,-0.0040849416071395694
TEMP_R000139,139,38.6824880808919,38.2205254567339,38.23046616163786,38.22052545673391,7.105427357601002e-15,-0.009940704903954156
TEMP_R000140,140,38.3028620283481,38.2269712257874,38.23951897644604,38.226971225787395,-7.105427357601002e-15,-0.012547750658640666
TEMP_R000141,141,38.2890202983314,38.2988582520027,38.31082891033814,38.2988582520027,0.0,-0.011970658335435758
TEMP_R000142,142,38.6795965243305,38.2916763355595,38.29517563871605,38.2916763355595,0.0,-0.0034993031565520027
TEMP_R000143,143,38.2876711525503,38.5059534712358,38.50141148276471,38.5059534712358,0.0,0.004541988471089553
TEMP_R000144,144,38.3051861350491,38.484800777297,38.49040272814115,38.484800777296996,-7.105427357601002e-15,-0.005601950844145165
TEMP_R000145,145,38.6819761804317,38.3597787710613,38.3618640649653,38.35977877106131,7.105427357601002e-15,-0.002085293904002583
TEMP_R000146,146,38.2887010102145,38.3467039920145,38.35010570240735,38.3467039920145,0.0,-0.003401710392850532
TEMP_R000147,147,38.6853187954823,38.4938779278731,38.496094056048825,38.49387792787311,7.105427357601002e-15,-0.0022161281757249185
TEMP_R000148,148,38.6881880787685,38.4841239623595,38.48310593686272,38.4841239623595,0.0,0.0010180254967764313
TEMP_R000149,149,38.6909150304031,39.0786120902819,39.07680289417,39.07861209028191,7.105427357601002e-15,0.0018091961118997801
TEMP_R000150,150,38.3036041098114,39.0798777528214,39.07705364281523,39.0798777528214,0.0,0.0028241100061734414
TEMP_R000151,151,38.2921298834026,38.2390023771637,38.23646764092013,38.23900237716371,7.105427357601002e-15,0.0025347362435681475
TEMP_R000152,152,38.2921866928919,38.2393691803913,38.23658507614986,38.2393691803913,0.0,0.0027841042414422645
TEMP_R000153,153,38.3068923486509,38.5936858706183,38.6025312505621,38.5936858706183,0.0,-0.00884537994379997
TEMP_R000154,154,38.6904450741497,38.5977192818213,38.6111602392717,38.597719281821306,7.105427357601002e-15,-0.013440957450399083
TEMP_R000155,155,38.6817977828422,38.8820670011397,38.87757885648904,38.8820670011397,0.0,0.004488144650665049
TEMP_R000156,156,38.3007188680351,38.8586643336288,38.8560919623217,38.8586643336288,0.0,0.002572371307103083
TEMP_R000157,157,38.2794879330761,39.1813172997747,39.17036817759875,39.1813172997747,0.0,0.010949122175944126
TEMP_R000158,158,38.6803127585806,39.1616640210185,39.1453804892396,39.1616640210185,0.0,0.016283531778903182
TEMP_R000159,159,38.3000229180646,38.018308189605,38.0186604871702,38.018308189605,0.0,-0.0003522975652003879
TEMP_R000160,160,38.2868353865154,38.012432566797,38.02499056693632,38.012432566797,0.0,-0.012558000139314629
TEMP_R000161,161,38.6817465809579,38.3201038091682,38.2623354165265,38.3201038091682,0.0,0.05776839264170519
TEMP_R000162,162,38.6777881703308,38.3186168454658,38.25767225557956,38.318616845465804,7.105427357601002e-15,0.06094458988624041
TEMP_R000163,163,38.6742342543022,38.29380856219,38.29810411721088,38.29380856219,0.0,-0.004295555020881636
TEMP_R000164,164,38.2980868417332,38.2921470281507,38.29398144525168,38.2921470281507,0.0,-0.0018344171009800903
TEMP_R000165,165,38.6740858035099,38.6750283342154,38.67249253544288,38.6750283342154,0.0,0.0025357987725200815
TEMP_R000166,166,38.2804031531286,38.6670829285227,38.6645271027756,38.66708292852271,7.105427357601002e-15,0.002555825747101892
TEMP_R000167,167,38.3058871691808,39.2887153012169,39.21600276570384,39.2887153012169,0.0,0.07271253551305534
TEMP_R000168,168,38.6863494909625,39.2939506161882,39.294456127981945,39.29395061618819,-7.105427357601002e-15,-0.0005055117937473597
TEMP_R000169,169,38.2954313389478,38.6420307944795,38.63582888725916,38.6420307944795,0.0,0.006201907220344083
TEMP_R000170,170,38.2977749766389,38.6122035908405,38.63121225742864,38.6122035908405,0.0,-0.019008666588142376
TEMP_R000171,171,38.2948235766576,38.7900707958258,38.791325761442096,38.79007079582579,-7.105427357601002e-15,-0.0012549656162974543
TEMP_R000172,172,38.2971370285693,38.7877861714081,38.7949616536876,38.7877861714081,0.0,-0.007175482279500045
TEMP_R000173,173,38.6871751947703,38.0777279917387,38.07309176141304,38.077727991738705,7.105427357601002e-15,0.00463623032565863
TEMP_R000174,174,38.3066845696133,38.0729625667855,38.07056142897882,38.072962566785506,7.105427357601002e-15,0.0024011378066788325
TEMP_R000175,175,38.2910195404497,38.2751880866293,38.2897915323878,38.275188086629306,7.105427357601002e-15,-0.014603445758503142
TEMP_R000176,176,38.2883286242968,38.2863474795099,38.29400559226124,38.2863474795099,0.0,-0.007658112751343538
TEMP_R000177,177,38.6847493711905,38.1583962993537,38.1592367295278,38.1583962993537,0.0,-0.000840430174100959
TEMP_R000178,178,38.6845491412407,38.1722339445077,38.17229213254144,38.172233944507695,-7.105427357601002e-15,-5.818803374069148e-05
TEMP_R000179,179,38.3034846266637,38.1055113147048,38.10437872230685,38.105511314704806,7.105427357601002e-15,0.0011325923979512709
TEMP_R000180,180,38.2868034619379,38.1012643859234,38.10398173590873,38.1012643859234,0.0,-0.002717349985331907
TEMP_R000181,181,38.6833717949025,38.2418774253245,38.20828595245844,38.2418774253245,0.0,0.03359147286606401
TEMP_R000182,182,38.6836098474694,38.2419132559334,38.20906139841658,38.241913255933405,7.105427357601002e-15,0.03285185751681752
TEMP_R000183,183,38.6831398754498,38.5594212142036,38.571424487356886,38.5594212142036,0.0,-0.01200327315328309
TEMP_R000184,184,38.6833779280167,38.5641898334698,38.57934271937836,38.564189833469804,7.105427357601002e-15,-0.015152885908563007
TEMP_R000185,185,38.2849612651921,38.6546749133468,38.65404922572488,38.6546749133468,0.0,0.0006256876219197238
TEMP_R000186,186,38.2891711657904,38.6621403373889,38.655674712359904,38.6621403373889,0.0,0.006465625028994282
TEMP_R000187,187,38.6816515808623,38.9483741642997,38.94569022437288,38.94837416429969,-7.105427357601002e-15,0.0026839399268183683
TEMP_R000188,188,38.3019540852738,38.9103970610654,38.90325548957416,38.910397061065396,-7.105427357601002e-15,0.007141571491246168
TEMP_R000189,189,38.2845808758163,39.3939463977879,39.394545212370005,39.3939463977879,0.0,-0.0005988145821049784
TEMP_R000190,190,38.3016192037017,39.3810558462274,39.37754476499315,39.381055846227405,7.105427357601002e-15,0.0035110812342509234
TEMP_R000191,191,38.2847373367587,38.0002043588299,37.99769983197476,38.000204358829905,7.105427357601002e-15,0.0025045268551409094
TEMP_R000192,192,38.6828407765358,38.0212841236392,38.05319152196693,38.0212841236392,0.0,-0.03190739832773204
TEMP_R000193,193,38.2908498087373,38.2921262896845,38.29435768697459,38.2921262896845,0.0,-0.0022313972900960266
TEMP_R000194,194,38.287756201045,38.2944813320544,38.290663050894175,38.294481332054396,-7.105427357601002e-15,0.0038182811602283095
TEMP_R000195,195,38.6827119893857,38.1970005227361,38.19735486919146,38.1970005227361,0.0,-0.00035434645536014386
TEMP_R000196,196,38.6832160283286,38.1882510026077,38.21060670531772,38.18825100260771,7.105427357601002e-15,-0.02235570271002274
TEMP_R000197,197,38.2894706020632,38.1851144053675,38.186722200154975,38.18511440536751,7.105427357601002e-15,-0.0016077947874748588
TEMP_R000198,198,38.3028236711362,38.1607433633977,38.16507043034051,38.16074336339771,7.105427357601002e-15,-0.0043270669428139286
TEMP_R000199,199,38.3016448824807,38.4482071579455,38.44659986957341,38.4482071579455,0.0,0.001607288372085236
TEMP_R000200,200,38.289010589933,38.4588187276195,38.44781124062696,38.4588187276195,0.0,0.011007486992539839
TEMP_R000201,201,38.2852321081232,38.4676833703518,38.46374898563416,38.46768337035181,7.105427357601002e-15,0.003934384717638295
TEMP_R000202,202,38.6787569239691,38.4636971220024,38.456825575844974,38.4636971220024,0.0,0.006871546157427133
TEMP_R000203,203,38.6844489774825,38.4172383497881,38.3777334519212,38.41723834978811,7.105427357601002e-15,0.03950489786689815
TEMP_R000204,204,38.2902518834822,38.4065744975937,38.40012717007584,38.4065744975937,0.0,0.006447327517861368
TEMP_R000205,205,38.2867938177029,38.0011687708878,37.99980517844922,38.00116877088781,7.105427357601002e-15,0.0013635924385795306
TEMP_R000206,206,38.289412197797,37.9981244693885,38.01223901574672,37.9981244693885,0.0,-0.014114546358221958
TEMP_R000207,207,38.6815324533879,38.0554822995519,38.05333251739901,38.055482299551905,7.105427357601002e-15,0.0021497821528910777
TEMP_R000208,208,38.6822283355823,38.0779371815662,38.09614221867787,38.07793718156619,-7.105427357601002e-15,-0.018205037111670208
TEMP_R000209,209,38.2891974206315,38.1551837076977,38.14855084880598,38.1551837076977,0.0,0.006632858891720161
TEMP_R000210,210,38.3023938644951,38.1481654004159,38.147379986891664,38.1481654004159,0.0,0.0007854135242340021
TEMP_R000211,211,38.2849681039146,37.6772221694511,37.66777546402361,37.677222169451106,7.105427357601002e-15,0.009446705427485824
TEMP_R000212,212,38.2843814422226,37.6799958065447,37.666079656828806,37.6799958065447,0.0,0.013916149715896609
TEMP_R000213,213,38.6808421848995,38.0335560925879,38.028795755310426,38.0335560925879,0.0,0.004760337277474491
TEMP_R000214,214,38.2885995706203,38.0553222793056,38.04947386420285,38.0553222793056,0.0,0.00584841510274714
TEMP_R000215,215,38.680420530455,37.9623061072867,37.96362658345143,37.96230610728671,7.105427357601002e-15,-0.0013204761647287455
TEMP_R000216,216,38.3011976021373,37.9856466410884,37.98372581611971,37.9856466410884,0.0,0.0019208249686926138
TEMP_R000217,217,38.3007852152741,37.9579453268628,37.9607776681141,37.9579453268628,0.0,-0.002832341251298942
TEMP_R000218,218,38.2840917094004,37.9913089494991,37.98637164371164,37.9913089494991,0.0,0.0049373057874575466
TEMP_R000219,219,38.2886236994051,39.2010581625467,39.2070545103233,39.2010581625467,0.0,-0.005996347776601851
TEMP_R000220,220,38.3047967168281,39.2019948617072,39.13908089910535,39.20199486170719,-7.105427357601002e-15,0.06291396260184712
TEMP_R000221,221,38.6833760401035,39.1458709757348,39.13212624647895,39.14587097573481,7.105427357601002e-15,0.013744729255854793
TEMP_R000222,222,38.2900867843506,39.1331714367176,39.12111815885682,39.1331714367176,0.0,0.012053277860786693
TEMP_R000223,223,38.682991187293,38.7586509486412,38.761804959702445,38.7586509486412,0.0,-0.003154011061248241
TEMP_R000224,224,38.3029301840259,38.7666528569997,38.76672447242181,38.7666528569997,0.0,-7.161542210809557e-05
TEMP_R000225,225,38.6822738767502,38.3914583019456,38.39552237565415,38.3914583019456,0.0,-0.004064073708555327
TEMP_R000226,226,38.6830768388511,38.3909085978222,38.41964637616572,38.3909085978222,0.0,-0.028737778343526088
TEMP_R000227,227,38.3020172901927,38.295455914249,38.30857953147926,38.295455914249,0.0,-0.013123617230263562
TEMP_R000228,228,38.2836698615921,38.3131048072335,38.324924165262125,38.3131048072335,0.0,-0.01181935802862455
TEMP_R000229,229,38.287578425937,38.4644955488911,38.47423838580755,38.4644955488911,0.0,-0.009742836916451836
TEMP_R000230,230,38.2911760694972,38.4559909497187,38.479213191866606,38.4559909497187,0.0,-0.023222242147909355
TEMP_R000231,231,38.6846144854355,39.4009022027684,39.40351104753194,39.4009022027684,0.0,-0.002608844763543061
TEMP_R000232,232,38.2906633720062,39.4023903386577,39.400051760586166,39.4023903386577,0.0,0.002338578071537256
TEMP_R000233,233,38.6828793930259,39.1861043042686,39.18482110437826,39.1861043042686,0.0,0.001283199890345088
TEMP_R000234,234,38.2903028279197,39.1848397046825,39.18394946369671,39.184839704682496,-7.105427357601002e-15,0.0008902409857896032
TEMP_R000235,235,38.3031050255108,39.000214785848,38.99995060019666,39.000214785848,0.0,0.00026418565133923266
TEMP_R000236,236,38.3028683595546,38.9907959022003,38.99427610570406,38.9907959022003,0.0,-0.00348020350376288
TEMP_R000237,237,38.2853746320182,38.6077560091397,38.60848493040854,38.6077560091397,0.0,-0.0007289212688377233
